"","mz","rt","GD_022_matrix_RPN_RRHD_B1.mzML","GD_023_matrix_RPN_RRHD_B1.mzML","GD_025_matrix_RPN_RRHD_B1.mzML","GD_027_matrix_RPN_RRHD_B1.mzML","GD_029_matrix_RPN_RRHD_B1.mzML","GD_020_NIST_RPN_RRHD_B1.mzML","GD_021_NIST_RPN_RRHD_B1.mzML","GD_024_NIST_RPN_RRHD_B1.mzML","GD_026_NIST_RPN_RRHD_B1.mzML","GD_028_NIST_RPN_RRHD_B1.mzML"
"group","mz","rt","matrix","matrix","matrix","matrix","matrix","nist","nist","nist","nist","nist"
"M178.9775T594","178.977508009362","594.044616699219","261415.095701373","228341.453979254","228681.062632132","210324.191395259","179816.925029039","371027.0666859","351188.599160985","363025.565694789","364416.69190232","353106.31218919"
"M179.0553T78.3","179.055318791381","78.2808227539062","0","0","576.172077619574","0","392.514002710684","230998.904378613","227189.627099675","239022.711044855","222779.173622872","220577.554607192"
"M179.071T369","179.070961385729","368.98699999998","520.668337505311","539.370503783226","0","597.386536356993","424.170145265758","46177.7106529705","40587.3482800594","43871.1941330179","50797.5327280007","45396.5408909791"
"M180.1028T336.2","180.102832037785","336.22999999998","335.713842623262","0","0","0","0","125020.240192505","128823.790522293","117730.672703391","121440.36347827","119367.820794804"
"M181.037T35","181.037037432536","35.0445327758789","0","526.952640039425","150.014521790806","0","0","21803.6444049008","21939.0538001645","23026.450123969","23865.5038682589","22459.3700460292"
"M181.1061T336.2","181.106147650733","336.230010986328","164.235578486302","0","0","0","0","13016.7696797144","12584.2438425017","11428.8208625678","12835.3570680043","13716.4743156415"
"M182.0459T35","182.045941978767","34.9688949584961","0","0","0","0","0","37290.2663311322","36989.6414247232","39719.5034477895","37932.3771831299","39437.6166859131"
"M182.9886T198","182.988628348146","198.023101806641","29093.4367685761","22785.432442209","30128.6184044564","28143.449703288","31624.1013835361","112127.073979526","107632.432831661","114490.164653926","107322.820799737","107698.068562247"
"M183.0662T261","183.066175708654","260.962249755859","459.892092032824","1225.17233309258","1040.89990863151","454.258966341796","756.801952690779","32396.3932745251","31370.4380015161","28130.6119224459","30161.4336605783","29049.2862519477"
"M183.1389T362.9","183.138867815141","362.92099999998","1046.17166758956","1315.84603347276","2363.60496972541","1637.69320477781","1702.04438435796","106659.797435006","99207.7609303755","101822.388587198","102903.010389012","96875.0628648559"
"M183.8486T43.9","183.848550048978","43.8756408691406","0","0","0","0","130.10555924885","145760.349191137","138573.06357514","135213.401273291","125507.922852539","126279.956201001"
"M184.1424T362.9","184.142354334406","362.9208984375","0","0","0","161.357772187892","529.820609870726","12732.2120519714","11857.5934196557","15091.2204235358","13142.8348196189","12173.1693281433"
"M185.0433T64.6","185.043268979385","64.6196517944336","0","130.096815073901","314.524034829603","0","1814.76615923051","61177.8480075648","65139.8212723964","70461.2144919617","63102.7456634059","64450.5461144751"
"M185.0974T335.6","185.097434984695","335.623001098633","0","0","0","0","0","64390.2463303892","62845.7174671916","59406.2944514704","60357.4461374221","62945.114417145"
"M185.1181T353.8","185.118135210104","353.821258544922","766.664959534082","1431.38117280825","1841.195000888","1452.743175268","1152.19151131885","203653.725501482","202681.357474657","213878.910911446","200562.843473588","204225.262133991"
"M186.1215T353.8","186.121474039551","353.821258544922","187.55540751107","217.398260168731","994.516565208289","180.85604067202","280.004440614333","20987.2969860845","22807.2530479163","21901.3596800903","23080.3436845567","25367.0000667726"
"M187.0077T110.6","187.007729648212","110.564002990723","0","0","0","0","0","27299061.855022","27323956.4994373","27300083.7110591","27264463.4405807","27571166.5970464"
"M187.0145T75.1","187.014526607572","75.0830917358398","156.633050798904","0","0","248.132969677448","0","37780.5125606364","37268.7007045984","35824.1134910411","35798.8513560995","39732.7043817918"
"M187.0397T361.7","187.039743877614","361.707","0","0","0","0","0","11836.6562263997","14543.6228881834","12383.1516154175","13977.2791938992","13298.6758679988"
"M187.0975T254.4","187.097500843521","254.41276550293","158826.665126376","157940.259058335","225359.959515887","177235.121799912","163481.262494895","210138.871577688","173292.628990499","204796.194935641","211499.772512867","182420.630761552"
"M187.1338T381.1","187.133790594827","381.119262695312","21141.9002935547","22753.375768565","16331.8185271495","22186.6701491561","20371.5007375284","196673.987496747","194116.917723513","188576.254689543","187411.865625166","197449.175364733"
"M187.1338T358.1","187.133790667796","358.067352294922","9312.38527983559","15945.3102499735","8662.97459056535","10577.8868035462","10887.8642215087","158141.00962766","157106.596622388","156520.490001514","157013.70725154","156648.079465592"
"M188.1373T381.1","188.137334901426","381.119140625","1697.13508333717","3438.04125323675","1148.73683345003","697.246875112211","517.755802852417","22101.5301493595","21451.3570947326","21371.6334236902","20291.3669913402","19529.8802616575"
"M188.1373T358.1","188.137323015823","358.067245483398","0","301.710227179626","1039.32690114808","723.90128041918","690.819214952002","18262.836911718","17339.8974912307","15635.9586091497","15591.2891936524","17668.4265497369"
"M189.0051T110.6","189.005109574236","110.564002990723","0","0","0","0","0","1121194.96300986","1120815.63713242","1123054.0798054","1120766.32592827","1145800.03906695"
"M189.0906T32.9","189.090611593085","32.8930320739746","13291.9282299125","15511.5909684463","14940.9427774757","12469.0710926394","10735.1706361206","428.229811820524","449.502087194589","0","0","235.920509471525"
"M189.0919T287.1","189.091928297641","287.086700439453","0","0","218.864005493488","0","0","14499.5999105992","11458.7168893918","13249.1726314097","11766.1043796407","12913.6465997445"
"M190.0938T32.9","190.093836484504","32.9158630371094","236639.737898058","233487.415430101","237340.53360363","237990.463723509","249436.239348916","543.395837524738","2391.11730960538","2178.84423251305","772.232435270726","592.719788853377"
"M190.928T636.5","190.928006395779","636.510375976562","136842.447784302","148309.433522378","136270.527879787","129296.54533816","133872.370190794","175668.867425171","167684.418350954","182544.706219401","179066.136476953","167199.394362595"
"M190.928T594","190.927984429368","594.044921875","125470.024339528","115096.704414094","125204.978641543","114818.641301789","115448.12768527","231524.918770386","233207.638351957","226767.943713152","221793.820325043","210814.08283688"
"M191.1078T285.3","191.107761966836","285.263549804688","398.220998915007","245.6362896508","599.952836720084","0","383.588703348419","362037.649786353","361759.48605494","355442.362789087","354667.637225599","375771.167625394"
"M192.111T285.3","192.110984843889","285.263549804688","0","0","0","0","0","46787.3308693715","47918.4828271707","43704.2365321289","42310.2901508239","46955.2386363345"
"M193.087T347.8","193.087040877096","347.754743042002","72228.7006196868","66525.1032730409","64258.3834809062","67111.5620973109","71608.4559886873","81157.4020826569","74491.5171697304","80166.5305924987","74300.023001953","79758.7630683749"
"M193.0901T299.8","193.090066969535","299.832580566406","8807.58466113873","7159.98314275644","10294.985010976","8290.4633801574","10361.2707814624","78473.0502224881","82891.6002030637","68892.7692969915","62607.6562580825","75280.99146416"
"M193.8156T38.9","193.815638671529","38.9284706115723","0","0","0","0","0","124901.507060277","115953.042146989","115016.570006836","123638.996387302","109232.378781764"
"M194.0457T272.5","194.045714736852","272.497192382812","488.855180758717","183.071893671993","184.747573980238","1079.28944413867","743.913139956967","18613.3580854707","17950.4801528573","19153.6691969507","16684.3974554077","19765.2390493794"
"M194.0821T398.7","194.08212039378","398.711045043935","259405.679782068","256722.112489813","249531.953598249","254147.547241656","254748.707396741","236500.147560718","235087.639624941","236963.340191454","236822.695793873","232433.112444964"
"M194.0904T347.1","194.090410085301","347.11686706543","6827.12857320555","6371.44491620066","6576.5684679413","5793.43587054555","6328.72459963331","9256.70205202297","5512.37464624927","7502.71669298857","6623.59491064485","5963.37020026323"
"M195.0854T398.7","195.085392760849","398.711045043935","30210.5060290449","27829.5600856932","25642.3815130131","26156.5519732709","27471.344611322","27569.7435666554","27640.315080145","25264.784611206","26775.9374630195","27422.1620755068"
"M195.139T450.9","195.138994663694","450.882049560547","565.244781680888","403.895817212611","152.440606810153","0","576.227067473413","15548.8315163834","15599.5660597423","12813.0180076778","17627.783069394","12868.7604753647"
"M195.8111T38.9","195.811134567985","38.9284706115723","0","351.055902681127","0","0","0","2046698.29552047","1925134.74146444","1872061.88475808","2192918.02327767","1820086.43331466"
"M195.8108T110.6","195.810825266749","110.564002990723","0","0","0","0","0","530116.371082384","618835.13615313","539327.060558002","537395.245913559","644903.770899482"
"M197.0433T87.5","197.043267569894","87.5008010864258","183.597685822402","589.507521332114","190.182673725542","0","881.383896373423","181629.097999322","185256.849869136","173603.677984032","179309.519928197","116739.889928578"
"M197.0433T75.1","197.043275697441","75.0830917358398","186.61257776167","0","0","0","0","70338.7516509418","75831.2955847279","65514.0365098564","70870.797006679","73714.8142494333"
"M197.0818T224","197.081822346915","224.001","648.721217032596","1065.72986143799","976.53174931388","802.057315112304","1611.76467163507","97851.3364064688","99649.5875805098","101675.008639842","100819.330353983","94525.294129711"
"M197.8082T38.9","197.808168789308","38.9284706115723","163.706580424309","0","0","204.869507474132","0","2648101.48564655","2367776.03666379","2627789.56595957","2336683.60553987","2198800.10189547"
"M197.8078T110.6","197.807789271671","110.564002990723","0","178.007286446394","209.503378731864","0","0","703590.970166732","790808.322551678","710646.7164281","654675.41577747","775128.930012385"
"M197.9869T59.4","197.986914964835","59.3816452026367","0","176.583677403915","0","0","192.817868368052","7500.6176549963","11933.6437471991","11230.3877587397","9826.70200339316","9584.77004868164"
"M198.0851T223.8","198.085141376047","223.781097412109","0","0","0","0","211.238554439514","11356.348527832","14836.4317814609","11685.384289325","11798.2538357544","11335.7962402344"
"M198.1133T267.6","198.11334426273","267.637084960938","0","0","0","0","172.587827386723","12462.1132301741","11368.7191752295","11428.4421765079","11089.8260430229","10731.4698946289"
"M199.007T190.2","199.007040317046","190.209930419922","1363.30811921269","1940.43051022917","1085.17180484177","1069.82281642359","1431.70958039573","966635.531970512","429916.198810234","948764.129907402","950290.189445194","926505.70990796"
"M199.0975T267","199.097493324894","267.029541015625","2377.19449031358","4327.79571435081","3799.18193411754","3105.53352446459","5676.45560695784","66263.3912491215","70047.4840097798","69485.6852825388","70742.2471273966","67898.164049666"
"M199.805T38.9","199.805043332006","38.9284706115723","0","0","0","0","138.857174746596","1246558.97865275","1188473.78876185","1306338.27645866","1174805.63294127","1093475.20681358"
"M199.8048T110.6","199.804754780109","110.564002990723","0","0","0","0","0","327606.913610869","373968.142449318","330180.741151199","327500.802155368","390866.974455713"
"M200.0101T190.2","200.010136811258","190.169494628906","0","399.930970461472","0","329.966962254761","0","92573.3312405088","88679.8862650282","93705.2280920284","92242.7207524239","96930.8958585019"
"M200.129T298.6","200.128981501273","298.619186401367","0","0","0","148.469530776754","225.806062155229","44898.1083837175","38436.8355992138","43058.3173080689","38478.4756923461","39989.9305845609"
"M201.0036T190","201.003627425093","190.03000000002","189.451892611002","163.545837162401","0","0","0","50107.2185101267","47977.5133138183","43157.2873502605","44409.49057878","38025.1446310292"
"M201.0227T219.6","201.022658378138","219.579544067383","0","0","0","0","141.139930047352","291735.825646178","294676.697469687","279536.111602932","282182.921571508","290598.087280863"
"M201.0226T203.4","201.022561921907","203.408172607422","0","135.31733751297","0","0","0","96065.4738290797","91327.9972893807","90070.0449343222","98251.8214828262","93938.6031092403"
"M201.113T284.4","201.113027964099","284.439666748047","53342.3904156281","61479.2913779128","52907.1908927049","53614.0824325391","51937.3193273859","113034.778543122","113149.581923318","110969.794138725","107742.705310213","106257.193098888"
"M201.1495T378.7","201.149460259476","378.692016601562","5992.01166856675","3591.84510369226","5980.15471304801","5278.55356845191","7803.39980402423","44965.1908152883","48475.360496628","50822.4910082713","47991.9545016838","50264.1855484408"
"M201.8021T38.8","201.802066702831","38.7945327758789","0","148.804164332417","0","0","0","268763.150968683","255536.819537311","251163.407816945","248198.814148505","235303.38038187"
"M201.8018T111.2","201.801837856208","111.155662536621","0","0","0","0","0","63512.1665332031","80668.4525209792","75689.3795251499","74437.3536601012","81132.8945548221"
"M202.0259T219.5","202.025865961123","219.525619506836","0","0","0","145.727085341404","0","26776.4001937294","24953.0522919044","25777.3067138262","26562.3292717414","28038.3245793674"
"M202.1166T284.1","202.116600240802","284.05999999998","4708.51964797491","4983.37705382749","7266.00542956966","5986.81400122985","5190.74665171407","15027.0892023767","15937.0467252868","10287.0784253148","10952.6233957853","12000.3041495182"
"M203.002T85.7","203.002020854997","85.6743469238281","0","0","0","398.681085166754","0","326072.561598191","295857.678899526","307452.177845699","310699.267776782","306439.059774463"
"M203.0828T48.6","203.082780285768","48.5702877044678","2937.17702224815","4389.73686383918","2354.74692572355","2854.8950035273","3355.15531745107","125162.766003151","119046.946000859","132674.134433195","128506.936825436","124487.673196069"
"M203.1288T263.4","203.128751022236","263.43499999998","3760.44175059158","3596.41604726659","4410.10957694062","1937.44224558609","3796.77021214902","52042.8525695071","53757.7654055368","37236.1373574049","50293.4626091097","49048.0718080043"
"M204.0053T85.6","204.005298106501","85.6461563110352","0","183.974483001492","159.960508630183","0","0","27236.9852512965","23029.4788498025","24637.5087236134","42670.4315230206","24699.5002145822"
"M204.0667T193.1","204.066676424172","193.140930175781","0","0","0","0","0","280472.201889714","282730.365998263","268496.692710325","272024.360320602","277773.066111228"
"M204.0864T48.6","204.086397038839","48.5709075927734","635.297278855707","0","0","275.565559675145","133.357243835667","15330.013887436","13048.2150240429","15278.6163518075","17408.4667975145","14466.2576937502"
"M204.9419T33.1","204.941888423771","33.0512771606445","0","0","0","0","279.60750982748","117679.701624545","111690.396729298","121603.333048481","122996.655131574","106964.02699591"
"M204.9464T332.6","204.946417825343","332.590118408203","317.262387800496","920.818603661843","0","0","0","141206.157159445","130790.014008793","136351.066547945","136402.751126734","140615.346068522"
"M204.9814T37.6","204.981424504308","37.6365203857422","0","0","339.548887452033","0","0","68579.2882035823","72543.0624934145","72338.4754291194","76555.0102136933","81289.0606491147"
"M205.0116T239.9","205.011635132932","239.880889892578","1206.72617591533","583.339892918283","226.690840075278","0","822.402556251896","35921.0934401158","36611.5865781679","38296.8400860383","37624.7865149624","40107.192300026"
"M205.07T193.1","205.069992418708","193.140930175781","201.657924713134","170.433408691406","320.408404348273","828.941049716346","153.158385950992","33929.6625740517","36297.9438551254","35605.198276826","34037.6670248831","35277.5366543422"
"M205.1231T421.2","205.123122204841","421.156555175781","0","0","0","0","0","78376.0073817438","78462.1394173031","74636.5029560573","77820.4299154175","80556.0730023958"
"M206.9391T33.1","206.939112319271","33.0512542724609","810.730015167087","168.305193761274","0","148.49793946801","173.345958352246","74380.4602561304","66542.8380242082","71261.0136479733","72007.7940526824","63242.9911490326"
"M206.9435T332.6","206.943515370608","332.590118408203","312.255731971727","1277.73447869166","998.948188028165","0","876.810249085405","92672.6450139078","93220.0336511602","84490.323719332","89183.1359361227","91517.670618164"
"M207.012T183.2","207.011985762695","183.173370361328","112580.543512137","125893.457176179","121912.83609375","108624.35694537","117876.566418453","455106.382284853","448316.181969874","471887.227195964","481133.448263671","453853.552432325"
"M208.0153T183.2","208.015293077097","183.173370361328","14323.4367320945","17893.8275061649","15766.746649537","13365.060003094","15397.8025127018","56688.9692950845","53847.6988165437","59277.8470715611","57536.4872994722","52468.9298696922"
"M208.8452T33.7","208.845207121173","33.6911773681641","0","0","0","0","0","67101.7053008709","76363.3442795639","64494.6836057087","64686.6902762705","94233.6787349243"
"M209.1178T412.7","209.117753308512","412.662078857422","19084.1707256681","17928.5139074987","21925.9254937781","24086.4885523455","22219.4259386782","2344.64482935338","1794.06935329948","1590.75624921199","1963.7507837497","1633.58673463608"
"M209.8337T69.9","209.833730673031","69.91999999998","149.952967324262","0","319.89326815548","0","0","399042.898548169","365388.477102007","336157.591576778","332560.748179044","325880.93058944"
"M210.0771T382.9","210.077055845112","382.939104492198","6011.93132438798","6925.16874519566","5822.16614228577","5880.14278044437","7058.13727898153","11251.8931734146","10094.5595262267","8768.57241056145","9131.77994270622","6568.95650740104"
"M210.8424T33.7","210.842401772793","33.6911773681641","0","0","0","0","0","82156.4764518872","89941.6767409919","77598.0889292635","79837.1990794063","93726.6388433674"
"M211.17T418.1","211.170038888825","418.123474121094","0","0","0","0","0","12215.0602424275","14134.8338490235","11834.9854936668","13285.1885569334","11714.8120013574"
